slate,v1_n,pct_5stack,pct_4stack,pct_33split,pct_nostack,bb_rate,bb_size1_pct,bb_size2plus_pct,salary_mean,salary_std,salary_range,own_mean,own_std,own_range,proj_mean,proj_std,proj_range,pct_HP_HO,pct_HP_LO,pct_LP_HO,pct_LP_LO,mean_jaccard,pct_arch_pitcher_tournament,pct_arch_chalk_anchor_BB,pct_arch_mid_tier_5stack,pct_arch_contrarian_33,pct_arch_salary_spread,pct_ace_pitcher,pct_mid_pitcher,pct_value_pitcher
4-6-26,150,0.6666666666666666,0.3333333333333333,0.0,0.0,0.29333333333333333,0.6590909090909091,0.3409090909090909,49576.666666666664,297.73567545472065,1000,7.12246279621725,2.9682506187179674,12.834763831294026,102.1832,5.484551497389441,22.700000000000017,0.3933333333333333,0.10666666666666667,0.10666666666666667,0.3933333333333333,0.055982210183554974,0.5733333333333334,0.0,0.10666666666666667,0.0,0.32,0.7633333333333333,0.21333333333333335,0.023333333333333334
4-8-26,150,0.5733333333333334,0.4266666666666667,0.0,0.0,0.2733333333333333,0.6097560975609756,0.3902439024390244,49187.333333333336,603.7129708979467,2000,12.697170901492767,5.112928226104593,19.196484031950604,93.45733333333334,5.42296021921145,18.91000000000001,0.43333333333333335,0.06666666666666667,0.06666666666666667,0.43333333333333335,0.09158075332573001,0.7266666666666667,0.02,0.08666666666666667,0.0,0.16666666666666666,0.8133333333333334,0.18666666666666668,0.0
4-12-26,150,0.7866666666666666,0.21333333333333335,0.0,0.0,0.22,0.5151515151515151,0.48484848484848486,49505.333333333336,321.8625882687663,1000,4.719883924341419,4.527472470941205,18.14045826058678,106.67766666666667,8.305723135338358,32.94000000000001,0.38,0.12,0.12,0.38,0.04864997493185457,0.6533333333333333,0.02666666666666667,0.08,0.0,0.24,0.8,0.13,0.07
4-14-26,150,0.5066666666666667,0.49333333333333335,0.0,0.0,0.12666666666666668,0.8947368421052632,0.10526315789473684,49661.333333333336,194.1378001796996,600,2.782294728657545,1.4926841547579495,5.926297340564535,98.37646666666667,5.964081091894502,25.64,0.35333333333333333,0.14666666666666667,0.14666666666666667,0.35333333333333333,0.04152444721572223,0.48,0.0,0.04666666666666667,0.0,0.47333333333333333,0.6666666666666666,0.23666666666666666,0.09666666666666666
4-15-26,150,0.7266666666666667,0.2733333333333333,0.0,0.0,0.18,0.7037037037037037,0.2962962962962963,49723.333333333336,200.80932445350248,600,4.89894634914111,3.1440220836992294,12.523976383646454,101.29186666666666,6.462802640393724,27.950000000000003,0.42,0.08,0.08,0.42,0.04739839429772337,0.7866666666666666,0.0,0.04666666666666667,0.0,0.16666666666666666,0.8633333333333333,0.10666666666666667,0.03
4-17-26,150,0.7466666666666667,0.25333333333333335,0.0,0.0,0.18666666666666668,0.75,0.25,49713.333333333336,210.67697423315104,600,5.114013264732219,3.588453439369308,12.947519037246469,103.47446666666667,7.323542027902339,35.650000000000006,0.41333333333333333,0.08666666666666667,0.08666666666666667,0.41333333333333333,0.042512851801442125,0.48,0.0,0.18666666666666668,0.0,0.3333333333333333,0.6933333333333334,0.27,0.03666666666666667
4-18-26,150,0.6,0.4,0.0,0.0,0.3,0.5555555555555556,0.4444444444444444,49570.666666666664,416.2063676737419,1700,7.981741416519209,4.024839960209406,14.430198375618529,98.97886666666666,6.79430836978376,26.88000000000001,0.42,0.08,0.08,0.42,0.07027642007508436,0.4066666666666667,0.04666666666666667,0.11333333333333333,0.0,0.43333333333333335,0.65,0.30666666666666664,0.043333333333333335
4-19-26,150,0.76,0.24,0.0,0.0,0.20666666666666667,0.6451612903225806,0.3548387096774194,49105.333333333336,639.6083813020022,2000,6.1909316085626225,2.504523267371731,10.039975518309854,91.82366666666667,5.076733402079943,17.64999999999999,0.42,0.08666666666666667,0.08,0.41333333333333333,0.053310412182897046,0.2733333333333333,0.0,0.18,0.0,0.5466666666666666,0.56,0.3466666666666667,0.09333333333333334
4-20-26,150,0.7466666666666667,0.25333333333333335,0.0,0.0,0.24666666666666667,0.5675675675675675,0.43243243243243246,49730.666666666664,220.72080413516997,700,7.50574457836201,4.772121010468692,17.20426325658982,99.97933333333333,6.8570565883568735,24.47,0.44,0.06,0.06,0.44,0.07574714323708348,0.24,0.08,0.2,0.0,0.48,0.5566666666666666,0.36666666666666664,0.07666666666666666
4-21-26,150,0.7866666666666666,0.21333333333333335,0.0,0.0,0.21333333333333335,0.59375,0.40625,49195.333333333336,569.5089921766138,2000,9.327046787396178,3.882834466973187,15.241029950278866,95.40393333333334,7.74899325755242,25.36999999999999,0.36,0.14,0.14,0.36,0.07570373846884593,0.64,0.0,0.17333333333333334,0.0,0.18666666666666668,0.7566666666666667,0.24333333333333335,0.0
